grade,semester,unit,word,phonetic,pos,meaning,difficulty,tags
5,下,Unit3,thing,/θɪŋ/,n.,事情；东西,3,常用词
5,下,Unit3,meet,/miːt/,v.,集会；见面,3,动作
5,下,Unit3,trip,/trɪp/,n.,旅行,3,旅行
5,下,Unit4,first,/fɜːst/,num.,第一,3,数字
5,下,Unit4,second,/ˈsekənd/,num.,第二,3,数字
5,下,Unit4,third,/θɜːd/,num.,第三,3,数字
5,下,Unit4,fourth,/fɔːθ/,num.,第四,3,数字
5,下,Unit4,fifth,/fɪfθ/,num.,第五,3,数字
5,下,Unit4,twelfth,/twelfθ/,num.,第十二,3,数字
5,下,Unit4,twentieth,/ˈtwentiəθ/,num.,第二十,3,数字
5,下,Unit4,special,/ˈspeʃl/,adj.,特殊的,3,形容词
5,下,Unit4,kitten,/ˈkɪtn/,n.,小猫,3,动物
5,下,Unit4,diary,/ˈdaɪəri/,n.,日记,3,学校
5,下,Unit4,still,/stɪl/,adv.,仍然,3,副词
5,下,Unit4,noise,/nɔɪz/,n.,声音,3,常用词
5,下,Unit5,climbing,/ˈklaɪmɪŋ/,adj.,（正在）爬,3,动作
5,下,Unit5,sleeping,/ˈsliːpɪŋ/,adj.,（正在）睡觉,3,动作
5,下,Unit5,mine,/maɪn/,pron.,我的,3,代词
5,下,Unit5,yours,/jɔːz/,pron.,你的,3,代词
5,下,Unit5,hers,/hɜːz/,pron.,她的,3,代词
5,下,Unit5,theirs,/ðeəz/,pron.,他们的,3,代词
5,下,Unit5,ours,/ˈaʊəz/,pron.,我们的,3,代词
5,下,Unit5,rabbit,/ˈræbɪt/,n.,兔子,3,动物
5,下,Unit5,excited,/ɪkˈsaɪtɪd/,adj.,兴奋的,3,形容词
5,下,Unit6,talk,/tɔːk/,v.,讲话,3,动作
5,下,Unit6,quietly,/ˈkwaɪətli/,adv.,安静地,3,副词
5,下,Unit6,keep,/kiːp/,v.,保持,3,动作
5,下,Recycle,climb,/klaɪm/,v.,爬,3,动作
5,下,Recycle,run,/rʌn/,v.,跑,3,动作
5,下,Recycle,jump,/dʒʌmp/,v.,跳,3,动作
5,下,Recycle,walk,/wɔːk/,v.,走,3,动作
5,下,Recycle,fly,/flaɪ/,v.,飞,3,动作
6,上,Unit1,plane,/pleɪn/,n.,飞机,4,交通
6,上,Unit1,ship,/ʃɪp/,n.,（大）船,4,交通
6,上,Unit1,subway,/ˈsʌbweɪ/,n.,地铁,4,交通
6,上,Unit1,train,/treɪn/,n.,火车,4,交通
6,上,Unit1,slow,/sləʊ/,adj.,慢的,4,形容词
6,上,Unit1,fast,/fɑːst/,adj.,快的,4,形容词
6,上,Unit1,stop,/stɒp/,v.,停下,4,动作
6,上,Unit1,wait,/weɪt/,v.,等,4,动作
6,上,Unit1,traffic,/ˈtræfɪk/,n.,交通,4,交通
6,上,Unit1,go,/ɡəʊ/,v.,去,4,动作
6,上,Unit2,crossing,/ˈkrɒsɪŋ/,n.,十字路口,4,交通
6,上,Unit2,turn,/tɜːn/,v.,转弯,4,动作
6,上,Unit2,left,/left/,n.,左,4,方位
6,上,Unit2,straight,/streɪt/,adv.,笔直地,4,副词
6,上,Unit2,far,/fɑː(r)/,adv.,远,4,副词
6,上,Unit2,near,/nɪə(r)/,adj.,近的,4,形容词
6,上,Unit2,cinema,/ˈsɪnəmə/,n.,电影院,4,场所
6,上,Unit2,bookstore,/ˈbʊkstɔː(r)/,n.,书店,4,场所
6,上,Unit2,hospital,/ˈhɒspɪtl/,n.,医院,4,场所
6,上,Unit2,museum,/mjuˈziːəm/,n.,博物馆,4,场所
6,上,Unit2,science,/ˈsaɪəns/,n.,科学,4,学科
6,上,Unit3,visit,/ˈvɪzɪt/,v.,拜访,4,动作
6,上,Unit3,film,/fɪlm/,n.,电影,4,娱乐
6,上,Unit3,tonight,/təˈnaɪt/,adv.,今晚,4,时间
6,上,Unit3,dictionary,/ˈdɪkʃənri/,n.,词典,4,学校
6,上,Unit3,comic,/ˈkɒmɪk/,n.,漫画,4,娱乐
6,上,Unit3,postcard,/ˈpəʊstkɑːd/,n.,明信片,4,物品
6,上,Unit3,lesson,/ˈlesn/,n.,课,4,学校
6,上,Unit3,space,/speɪs/,n.,太空,4,科技
6,上,Unit3,travel,/ˈtrævl/,v.,旅行,4,旅行
6,上,Unit4,hobby,/ˈhɒbi/,n.,爱好,4,爱好
6,上,Unit4,singing,/ˈsɪŋɪŋ/,n.,唱歌,4,爱好
6,上,Unit4,puzzle,/ˈpʌzl/,n.,谜题,4,爱好
6,上,Unit4,hiking,/ˈhaɪkɪŋ/,n.,远足,4,运动
6,上,Unit4,fishing,/ˈfɪʃɪŋ/,n.,钓鱼,4,爱好
6,上,Unit4,skating,/ˈskeɪtɪŋ/,n.,滑冰,4,运动
6,上,Unit4,painting,/ˈpeɪntɪŋ/,n.,绘画,4,爱好
6,上,Unit4,cooking,/ˈkʊkɪŋ/,n.,烹饪,4,爱好
6,上,Unit5,factory,/ˈfæktri/,n.,工厂,4,职业
6,上,Unit5,worker,/ˈwɜːkə(r)/,n.,工人,4,职业
6,上,Unit5,postman,/ˈpəʊstmən/,n.,邮递员,4,职业
6,上,Unit5,businessman,/ˈbɪznəsmən/,n.,商人,4,职业
6,上,Unit5,fisherman,/ˈfɪʃəmən/,n.,渔民,4,职业
6,上,Unit5,scientist,/ˈsaɪəntɪst/,n.,科学家,4,职业
6,上,Unit5,pilot,/ˈpaɪlət/,n.,飞行员,4,职业
6,上,Unit5,coach,/kəʊtʃ/,n.,教练,4,职业
6,上,Unit5,reporter,/rɪˈpɔːtə(r)/,n.,记者,4,职业
6,上,Unit5,work,/wɜːk/,v.,工作,4,动作
6,上,Unit5,job,/dʒɒb/,n.,工作,4,职业
6,上,Unit6,angry,/ˈæŋɡri/,adj.,生气的,4,情感
6,上,Unit6,afraid,/əˈfreɪd/,adj.,害怕的,4,情感
6,上,Unit6,sad,/sæd/,adj.,伤心的,4,情感
6,上,Unit6,worried,/ˈwʌrid/,adj.,担心的,4,情感
6,上,Unit6,ill,/ɪl/,adj.,生病的,4,健康
6,上,Unit6,wrong,/rɒŋ/,adj.,错误的,4,形容词
6,上,Unit6,wear,/weə(r)/,v.,穿,4,动作
6,上,Unit6,grass,/ɡrɑːs/,n.,草地,4,自然
6,上,Unit6,hear,/hɪə(r)/,v.,听见,4,动作
6,上,Unit6,count,/kaʊnt/,v.,数数,4,动作
6,上,Unit6,chase,/tʃeɪs/,v.,追赶,4,动作
6,上,Recycle,bored,/bɔːd/,adj.,无聊的,4,情感
6,上,Recycle,tired,/ˈtaɪəd/,adj.,累的,4,情感
6,下,Unit1,younger,/ˈjʌŋɡə(r)/,adj.,更年轻的,4,形容词
6,下,Unit1,older,/ˈəʊldə(r)/,adj.,更年长的,4,形容词
6,下,Unit1,taller,/ˈtɔːlə(r)/,adj.,更高的,4,形容词
6,下,Unit1,shorter,/ˈʃɔːtə(r)/,adj.,更矮的；更短的,4,形容词
6,下,Unit1,longer,/ˈlɒŋɡə(r)/,adj.,更长的,4,形容词
6,下,Unit1,thinner,/ˈθɪnə(r)/,adj.,更瘦的,4,形容词
6,下,Unit1,heavier,/ˈheviə(r)/,adj.,更重的,4,形容词
6,下,Unit1,bigger,/ˈbɪɡə(r)/,adj.,更大的,4,形容词
6,下,Unit1,smaller,/ˈsmɔːlə(r)/,adj.,更小的,4,形容词
6,下,Unit1,stronger,/ˈstrɒŋɡə(r)/,adj.,更强壮的,4,形容词
6,下,Unit1,dinosaur,/ˈdaɪnəsɔː(r)/,n.,恐龙,4,动物
6,下,Unit1,hall,/hɔːl/,n.,大厅,4,场所
6,下,Unit1,meter,/ˈmiːtə(r)/,n.,米,4,度量
6,下,Unit1,than,/ðæn/,conj.,比,4,连词
6,下,Unit1,both,/bəʊθ/,pron.,两个都,4,代词
6,下,Unit1,kilogram,/ˈkɪləɡræm/,n.,千克,4,度量
6,下,Unit2,cleaned,/kliːnd/,v.,打扫（过去式）,4,动作
6,下,Unit2,stayed,/steɪd/,v.,待（过去式）,4,动作
6,下,Unit2,washed,/wɒʃt/,v.,洗（过去式）,4,动作
6,下,Unit2,watched,/wɒtʃt/,v.,观看（过去式）,4,动作
6,下,Unit2,drank,/dræŋk/,v.,喝（过去式）,4,动作
6,下,Unit2,had,/hæd/,v.,得病；吃（have的过去式）,4,动作
6,下,Unit2,slept,/slept/,v.,睡觉（过去式）,4,动作
6,下,Unit2,saw,/sɔː/,v.,看见（过去式）,4,动作
6,下,Unit2,last,/lɑːst/,adj.,最近过去的,4,时间
6,下,Unit2,before,/bɪˈfɔː(r)/,prep.,在……以前,4,方位
6,下,Unit3,went,/went/,v.,去（过去式）,4,动作
6,下,Unit3,camp,/kæmp/,v.,野营,4,活动
6,下,Unit3,fish,/fɪʃ/,v.,钓鱼,4,活动
6,下,Unit3,rode,/rəʊd/,v.,骑（过去式）,4,动作
6,下,Unit3,hurt,/hɜːt/,v.,受伤（过去式）,4,动作
6,下,Unit3,ate,/eɪt/,v.,吃（过去式）,4,动作
6,下,Unit3,took,/tʊk/,v.,拍照（过去式）,4,动作
6,下,Unit3,bought,/bɔːt/,v.,买（过去式）,4,动作
6,下,Unit3,gift,/ɡɪft/,n.,礼物,4,物品
6,下,Unit3,fell,/fel/,v.,摔倒（过去式）,4,动作
6,下,Unit3,off,/ɒf/,prep.,从……掉下,4,方位
6,下,Unit3,mule,/mjuːl/,n.,骡子,4,动物
6,下,Unit3,could,/kʊd/,v.,能够（can的过去式）,4,助动词
6,下,Unit3,until,/ənˈtɪl/,prep.,直到,4,连词
6,下,Unit4,gym,/dʒɪm/,n.,体育馆,4,场所
6,下,Unit4,ago,/əˈɡəʊ/,adv.,以前,4,时间
6,下,Unit4,cycling,/ˈsaɪklɪŋ/,n.,骑自行车运动,4,运动
6,下,Unit4,badminton,/ˈbædmɪntən/,n.,羽毛球运动,4,运动
6,下,Unit4,star,/stɑː(r)/,n.,星,4,自然
6,下,Unit4,easy,/ˈiːzi/,adj.,容易的,4,形容词
6,下,Unit4,internet,/ˈɪntənet/,n.,互联网,4,科技
6,下,Unit4,different,/ˈdɪfrənt/,adj.,不同的,4,形容词
6,下,Unit4,active,/ˈæktɪv/,adj.,活跃的,4,形容词
6,下,Unit4,race,/reɪs/,n.,赛跑,4,运动
6,下,Unit4,nothing,/ˈnʌθɪŋ/,pron.,没有什么,4,代词
6,下,Unit4,thought,/θɔːt/,v.,想（think的过去式）,4,动作
6,下,Unit4,felt,/felt/,v.,感觉（feel的过去式）,4,动作
6,下,Unit4,cheetah,/ˈtʃiːtə/,n.,猎豹,4,动物
6,下,Recycle,did,/dɪd/,v.,做（do的过去式）,4,助动词
6,下,Recycle,was,/wɒz/,v.,是（is的过去式）,4,助动词
6,下,Recycle,were,/wɜː(r)/,v.,是（are的过去式）,4,助动词
6,下,Recycle,made,/meɪd/,v.,制作（过去式）,4,动作
6,下,Recycle,got,/ɡɒt/,v.,得到（过去式）,4,动作
6,下,Recycle,said,/sed/,v.,说（过去式）,4,动作
6,下,Recycle,told,/təʊld/,v.,告诉（过去式）,4,动作
6,下,Recycle,wrote,/rəʊt/,v.,写（过去式）,4,动作
6,下,Recycle,ran,/ræn/,v.,跑（过去式）,4,动作
6,下,Recycle,swam,/swæm/,v.,游泳（过去式）,4,动作
6,下,Recycle,sang,/sæŋ/,v.,唱（过去式）,4,动作
6,下,Recycle,drew,/druː/,v.,画（过去式）,4,动作
6,下,Recycle,flew,/fluː/,v.,飞（过去式）,4,动作
6,下,Recycle,became,/bɪˈkeɪm/,v.,变成（过去式）,4,动作
6,下,Recycle,environment,/ɪnˈvaɪrənmənt/,n.,环境,5,自然
6,下,Recycle,save,/seɪv/,v.,节约；拯救,5,动作
6,下,Recycle,protect,/prəˈtekt/,v.,保护,5,动作
6,下,Recycle,pollution,/pəˈluːʃn/,n.,污染,5,自然
6,下,Recycle,recycle,/ˌriːˈsaɪkl/,v.,回收利用,5,动作
6,下,Recycle,reduce,/rɪˈdjuːs/,v.,减少,5,动作
6,下,Recycle,reuse,/ˌriːˈjuːz/,v.,重复使用,5,动作
6,下,Recycle,earth,/ɜːθ/,n.,地球,5,自然
6,下,Recycle,planet,/ˈplænɪt/,n.,行星,5,自然
6,下,Recycle,future,/ˈfjuːtʃə(r)/,n.,未来,5,时间
6,下,Recycle,dream,/driːm/,n.,梦想,5,常用词
6,下,Recycle,plan,/plæn/,n.,计划,5,常用词
6,下,Recycle,decide,/dɪˈsaɪd/,v.,决定,5,动作
6,下,Recycle,hope,/həʊp/,v.,希望,5,动作
6,下,Recycle,wish,/wɪʃ/,v.,祝愿,5,动作
6,下,Recycle,believe,/bɪˈliːv/,v.,相信,5,动作
6,下,Recycle,imagine,/ɪˈmædʒɪn/,v.,想象,5,动作
6,下,Recycle,create,/kriˈeɪt/,v.,创造,5,动作
6,下,Recycle,invent,/ɪnˈvent/,v.,发明,5,动作
6,下,Recycle,discover,/dɪˈskʌvə(r)/,v.,发现,5,动作
6,下,Recycle,explore,/ɪkˈsplɔː(r)/,v.,探索,5,动作
6,下,Recycle,share,/ʃeə(r)/,v.,分享,5,动作
6,下,Recycle,understand,/ˌʌndəˈstænd/,v.,理解,5,动作
6,下,Recycle,remember,/rɪˈmembə(r)/,v.,记得,5,动作
6,下,Recycle,forget,/fəˈɡet/,v.,忘记,5,动作
6,下,Recycle,important,/ɪmˈpɔːtnt/,adj.,重要的,5,形容词
6,下,Recycle,dangerous,/ˈdeɪndʒərəs/,adj.,危险的,5,形容词
6,下,Recycle,safe,/seɪf/,adj.,安全的,5,形容词
6,下,Recycle,popular,/ˈpɒpjələ(r)/,adj.,受欢迎的,5,形容词
6,下,Recycle,famous,/ˈfeɪməs/,adj.,著名的,5,形容词
6,下,Recycle,modern,/ˈmɒdn/,adj.,现代的,5,形容词
6,下,Recycle,ancient,/ˈeɪnʃənt/,adj.,古老的,5,形容词
6,下,Recycle,traditional,/trəˈdɪʃənl/,adj.,传统的,5,形容词
6,下,Recycle,culture,/ˈkʌltʃə(r)/,n.,文化,5,常用词
6,下,Recycle,history,/ˈhɪstri/,n.,历史,5,学科
6,下,Recycle,geography,/dʒiˈɒɡrəfi/,n.,地理,5,学科
6,下,Recycle,society,/səˈsaɪəti/,n.,社会,5,常用词
6,下,Recycle,energy,/ˈenədʒi/,n.,能量；能源,5,自然
6,下,Recycle,electricity,/ɪˌlekˈtrɪsəti/,n.,电,5,科技
6,下,Recycle,machine,/məˈʃiːn/,n.,机器,5,科技
6,下,Recycle,technology,/tekˈnɒlədʒi/,n.,技术,5,科技
6,下,Recycle,information,/ˌɪnfəˈmeɪʃn/,n.,信息,5,常用词
6,下,Recycle,knowledge,/ˈnɒlɪdʒ/,n.,知识,5,常用词
6,下,Recycle,education,/ˌedʒuˈkeɪʃn/,n.,教育,5,学校
6,下,Recycle,experience,/ɪkˈspɪəriəns/,n.,经验；经历,5,常用词
6,下,Recycle,opportunity,/ˌɒpəˈtjuːnəti/,n.,机会,5,常用词
6,下,Recycle,success,/səkˈses/,n.,成功,5,常用词
6,下,Recycle,effort,/ˈefət/,n.,努力,5,常用词
6,下,Recycle,progress,/ˈprəʊɡres/,n.,进步,5,常用词
6,下,Recycle,goal,/ɡəʊl/,n.,目标,5,常用词
6,下,Recycle,choice,/tʃɔɪs/,n.,选择,5,常用词
6,下,Recycle,advice,/ədˈvaɪs/,n.,建议,5,常用词
6,下,Recycle,suggestion,/səˈdʒestʃən/,n.,建议,5,常用词
6,下,Recycle,reason,/ˈriːzn/,n.,原因,5,常用词
6,下,Recycle,result,/rɪˈzʌlt/,n.,结果,5,常用词
6,下,Recycle,example,/ɪɡˈzɑːmpl/,n.,例子,5,常用词
6,下,Recycle,especially,/ɪˈspeʃəli/,adv.,尤其,5,副词
6,下,Recycle,probably,/ˈprɒbəbli/,adv.,大概,5,副词
6,下,Recycle,certainly,/ˈsɜːtnli/,adv.,当然,5,副词
6,下,Recycle,already,/ɔːlˈredi/,adv.,已经,5,副词
6,下,Recycle,recently,/ˈriːsntli/,adv.,最近,5,副词
6,下,Recycle,immediately,/ɪˈmiːdiətli/,adv.,立即,5,副词
6,下,Recycle,gradually,/ˈɡrædʒuəli/,adv.,逐渐地,5,副词
6,下,Recycle,however,/haʊˈevə(r)/,adv.,然而,5,连词
6,下,Recycle,therefore,/ˈðeəfɔː(r)/,adv.,因此,5,连词
6,下,Recycle,although,/ɔːlˈðəʊ/,conj.,虽然,5,连词
6,下,Recycle,whether,/ˈweðə(r)/,conj.,是否,5,连词
6,下,Recycle,unless,/ənˈles/,conj.,除非,5,连词
6,下,Recycle,during,/ˈdjʊərɪŋ/,prep.,在……期间,5,方位
6,下,Recycle,through,/θruː/,prep.,穿过,5,方位
6,下,Recycle,across,/əˈkrɒs/,prep.,横过,5,方位
6,下,Recycle,along,/əˈlɒŋ/,prep.,沿着,5,方位
6,下,Recycle,around,/əˈraʊnd/,prep.,围绕,5,方位
6,下,Recycle,toward,/təˈwɔːd/,prep.,朝向,5,方位
6,下,Recycle,against,/əˈɡenst/,prep.,反对；靠着,5,方位
6,下,Recycle,among,/əˈmʌŋ/,prep.,在……之中,5,方位
6,下,Recycle,itself,/ɪtˈself/,pron.,它自己,5,代词
6,下,Recycle,themselves,/ðəmˈselvz/,pron.,他们自己,5,代词
6,下,Recycle,myself,/maɪˈself/,pron.,我自己,5,代词
6,下,Recycle,another,/əˈnʌðə(r)/,det.,另一个,5,数量
6,下,Recycle,other,/ˈʌðə(r)/,adj.,其他的,5,数量
6,下,Recycle,several,/ˈsevrəl/,det.,几个,5,数量
6,下,Recycle,many,/ˈmeni/,det.,许多,5,数量
6,下,Recycle,much,/mʌtʃ/,det.,许多,5,数量
6,下,Recycle,more,/mɔː(r)/,det.,更多,5,数量
6,下,Recycle,most,/məʊst/,det.,最多,5,数量
6,下,Recycle,least,/liːst/,det.,最少,5,数量
6,下,Recycle,less,/les/,det.,更少,5,数量
6,下,Recycle,hundred,/ˈhʌndrəd/,num.,百,5,数字
6,下,Recycle,thousand,/ˈθaʊznd/,num.,千,5,数字
6,下,Recycle,million,/ˈmɪljən/,num.,百万,5,数字
6,下,Recycle,half,/hɑːf/,n.,一半,5,数字
6,下,Recycle,quarter,/ˈkwɔːtə(r)/,n.,四分之一,5,数字
6,下,Recycle,percent,/pəˈsent/,n.,百分之……,5,数字
6,下,Recycle,double,/ˈdʌbl/,adj.,两倍的,5,数字
6,下,Recycle,once,/wʌns/,adv.,一次,5,数字
6,下,Recycle,twice,/twaɪs/,adv.,两次,5,数字
6,下,Recycle,daily,/ˈdeɪli/,adj.,每日的,5,时间
6,下,Recycle,weekly,/ˈwiːkli/,adj.,每周的,5,时间
6,下,Recycle,monthly,/ˈmʌnθli/,adj.,每月的,5,时间
6,下,Recycle,yearly,/ˈjɪəli/,adj.,每年的,5,时间
6,下,Recycle,century,/ˈsentʃəri/,n.,世纪,5,时间
6,下,Recycle,decade,/ˈdekeɪd/,n.,十年,5,时间
6,下,Recycle,period,/ˈpɪəriəd/,n.,时期,5,时间
6,下,Recycle,moment,/ˈməʊmənt/,n.,片刻,5,时间
6,下,Recycle,soon,/suːn/,adv.,不久,5,时间
6,下,Recycle,early,/ˈɜːli/,adv.,早,5,时间
6,下,Recycle,meanwhile,/ˈmiːnwaɪl/,adv.,同时,5,时间
6,下,Recycle,finally,/ˈfaɪnəli/,adv.,最后,5,副词
6,下,Recycle,suddenly,/ˈsʌdnli/,adv.,突然,5,副词
6,下,Recycle,luckily,/ˈlʌkɪli/,adv.,幸运地,5,副词
6,下,Recycle,carefully,/ˈkeəfəli/,adv.,仔细地,5,副词
6,下,Recycle,quickly,/ˈkwɪkli/,adv.,快速地,5,副词
6,下,Recycle,slowly,/ˈsləʊli/,adv.,缓慢地,5,副词
6,下,Recycle,loudly,/ˈlaʊdli/,adv.,大声地,5,副词
6,下,Recycle,hard,/hɑːd/,adv.,努力地,5,副词
6,下,Recycle,well,/wel/,adv.,好,5,副词
6,下,Recycle,badly,/ˈbædli/,adv.,糟糕地,5,副词
6,下,Recycle,together,/təˈɡeðə(r)/,adv.,一起,5,副词
6,下,Recycle,alone,/əˈləʊn/,adv.,独自,5,副词
6,下,Recycle,abroad,/əˈbrɔːd/,adv.,在国外,5,旅行
6,下,Recycle,journey,/ˈdʒɜːni/,n.,旅程,5,旅行
6,下,Recycle,adventure,/ədˈventʃə(r)/,n.,冒险,5,旅行
6,下,Recycle,passenger,/ˈpæsɪndʒə(r)/,n.,乘客,5,交通
6,下,Recycle,ticket,/ˈtɪkɪt/,n.,票,5,旅行
6,下,Recycle,passport,/ˈpɑːspɔːt/,n.,护照,5,旅行
6,下,Recycle,luggage,/ˈlʌɡɪdʒ/,n.,行李,5,旅行
6,下,Recycle,airport,/ˈeəpɔːt/,n.,机场,5,交通
6,下,Recycle,station,/ˈsteɪʃn/,n.,车站,5,交通
6,下,Recycle,platform,/ˈplætfɔːm/,n.,站台,5,交通
6,下,Recycle,departure,/dɪˈpɑːtʃə(r)/,n.,出发,5,旅行
6,下,Recycle,arrival,/əˈraɪvl/,n.,到达,5,旅行
6,下,Recycle,destination,/ˌdestɪˈneɪʃn/,n.,目的地,5,旅行
6,下,Recycle,compass,/ˈkʌmpəs/,n.,指南针,5,旅行
6,下,Recycle,direction,/dɪˈrekʃn/,n.,方向,5,方位
6,下,Recycle,north,/nɔːθ/,n.,北,5,方位
6,下,Recycle,south,/saʊθ/,n.,南,5,方位
6,下,Recycle,east,/iːst/,n.,东,5,方位
6,下,Recycle,west,/west/,n.,西,5,方位
6,下,Recycle,middle,/ˈmɪdl/,n.,中间,5,方位
6,下,Recycle,center,/ˈsentə(r)/,n.,中心,5,方位
6,下,Recycle,corner,/ˈkɔːnə(r)/,n.,角落,5,方位
6,下,Recycle,edge,/edʒ/,n.,边缘,5,方位
6,下,Recycle,top,/tɒp/,n.,顶部,5,方位
6,下,Recycle,bottom,/ˈbɒtəm/,n.,底部,5,方位
6,下,Recycle,side,/saɪd/,n.,边,5,方位
6,下,Recycle,end,/end/,n.,末端,5,方位
6,下,Recycle,beginning,/bɪˈɡɪnɪŋ/,n.,开始,5,时间
6,下,Recycle,whole,/həʊl/,adj.,整个的,5,形容词
6,下,Recycle,part,/pɑːt/,n.,部分,5,常用词
6,下,Recycle,piece,/piːs/,n.,片；块,5,常用词
6,下,Recycle,pair,/peə(r)/,n.,一双,5,数量
6,下,Recycle,set,/set/,n.,一套,5,数量
6,下,Recycle,group,/ɡruːp/,n.,群；组,5,常用词
6,下,Recycle,team,/tiːm/,n.,队,5,运动
6,下,Recycle,member,/ˈmembə(r)/,n.,成员,5,人物
6,下,Recycle,leader,/ˈliːdə(r)/,n.,领导,5,人物
6,下,Recycle,volunteer,/ˌvɒlənˈtɪə(r)/,n.,志愿者,5,人物
6,下,Recycle,hero,/ˈhɪərəʊ/,n.,英雄,5,人物
6,下,Recycle,neighbor,/ˈneɪbə(r)/,n.,邻居,5,人物
6,下,Recycle,stranger,/ˈstreɪndʒə(r)/,n.,陌生人,5,人物
6,下,Recycle,guest,/ɡest/,n.,客人,5,人物
6,下,Recycle,host,/həʊst/,n.,主人,5,人物
6,下,Recycle,audience,/ˈɔːdiəns/,n.,观众,5,人物
6,下,Recycle,customer,/ˈkʌstəmə(r)/,n.,顾客,5,人物
6,下,Recycle,manager,/ˈmænɪdʒə(r)/,n.,经理,5,职业
6,下,Recycle,engineer,/ˌendʒɪˈnɪə(r)/,n.,工程师,5,职业
6,下,Recycle,lawyer,/ˈlɔːjə(r)/,n.,律师,5,职业
6,下,Recycle,judge,/dʒʌdʒ/,n.,法官,5,职业
6,下,Recycle,artist,/ˈɑːtɪst/,n.,艺术家,5,职业
6,下,Recycle,musician,/mjuˈzɪʃn/,n.,音乐家,5,职业
6,下,Recycle,writer,/ˈraɪtə(r)/,n.,作家,5,职业
6,下,Recycle,poet,/ˈpəʊɪt/,n.,诗人,5,职业
6,下,Recycle,actor,/ˈæktə(r)/,n.,演员,5,职业
6,下,Recycle,actress,/ˈæktrəs/,n.,女演员,5,职业
6,下,Recycle,director,/dɪˈrektə(r)/,n.,导演,5,职业
6,下,Recycle,photographer,/fəˈtɒɡrəfə(r)/,n.,摄影师,5,职业
6,下,Recycle,designer,/dɪˈzaɪnə(r)/,n.,设计师,5,职业
6,下,Recycle,architect,/ˈɑːkɪtekt/,n.,建筑师,5,职业
6,下,Recycle,astronaut,/ˈæstrənɔːt/,n.,宇航员,5,职业
6,下,Recycle,professor,/prəˈfesə(r)/,n.,教授,5,职业
6,下,Recycle,principal,/ˈprɪnsəpl/,n.,校长,5,职业
6,下,Recycle,librarian,/laɪˈbreəriən/,n.,图书管理员,5,职业
6,下,Recycle,dentist,/ˈdentɪst/,n.,牙医,5,职业
6,下,Recycle,surgeon,/ˈsɜːdʒən/,n.,外科医生,5,职业
6,下,Recycle,vet,/vet/,n.,兽医,5,职业
6,下,Recycle,firefighter,/ˈfaɪəfaɪtə(r)/,n.,消防员,5,职业
6,下,Recycle,soldier,/ˈsəʊldʒə(r)/,n.,士兵,5,职业
6,下,Recycle,guard,/ɡɑːd/,n.,警卫,5,职业
6,下,Recycle,secretary,/ˈsekrətri/,n.,秘书,5,职业
6,下,Recycle,accountant,/əˈkaʊntənt/,n.,会计,5,职业
6,下,Recycle,cashier,/kæˈʃɪə(r)/,n.,收银员,5,职业
6,下,Recycle,waiter,/ˈweɪtə(r)/,n.,服务员,5,职业
6,下,Recycle,waitress,/ˈweɪtrəs/,n.,女服务员,5,职业
6,下,Recycle,barber,/ˈbɑːbə(r)/,n.,理发师,5,职业
6,下,Recycle,tailor,/ˈteɪlə(r)/,n.,裁缝,5,职业
6,下,Recycle,baker,/ˈbeɪkə(r)/,n.,面包师,5,职业
6,下,Recycle,gardener,/ˈɡɑːdnə(r)/,n.,园丁,5,职业
6,下,Recycle,cleaner,/ˈkliːnə(r)/,n.,清洁工,5,职业
6,下,Recycle,mechanic,/məˈkænɪk/,n.,机械师,5,职业
6,下,Recycle,electrician,/ɪˌlekˈtrɪʃn/,n.,电工,5,职业
6,下,Recycle,plumber,/ˈplʌmə(r)/,n.,水管工,5,职业
6,下,Recycle,carpenter,/ˈkɑːpəntə(r)/,n.,木匠,5,职业
6,下,Recycle,painter,/ˈpeɪntə(r)/,n.,油漆工；画家,5,职业
6,下,Recycle,translator,/trænsˈleɪtə(r)/,n.,翻译,5,职业
6,下,Recycle,guide,/ɡaɪd/,n.,导游,5,职业
6,下,Recycle,editor,/ˈedɪtə(r)/,n.,编辑,5,职业
6,下,Recycle,programmer,/ˈprəʊɡræmə(r)/,n.,程序员,5,职业
6,下,Recycle,developer,/dɪˈveləpə(r)/,n.,开发者,5,职业
6,下,Recycle,researcher,/rɪˈsɜːtʃə(r)/,n.,研究员,5,职业
6,下,Recycle,assistant,/əˈsɪstənt/,n.,助手,5,职业
6,下,Recycle,expert,/ˈekspɜːt/,n.,专家,5,职业
6,下,Recycle,champion,/ˈtʃæmpiən/,n.,冠军,5,运动
6,下,Recycle,athlete,/ˈæθliːt/,n.,运动员,5,运动
6,下,Recycle,player,/ˈpleɪə(r)/,n.,运动员；选手,5,运动
6,下,Recycle,referee,/ˌrefəˈriː/,n.,裁判,5,运动
6,下,Recycle,medal,/ˈmedl/,n.,奖牌,5,运动
6,下,Recycle,trophy,/ˈtrəʊfi/,n.,奖杯,5,运动
6,下,Recycle,record,/ˈrekɔːd/,n.,记录,5,运动
6,下,Recycle,match,/mætʃ/,n.,比赛,5,运动
6,下,Recycle,game,/ɡeɪm/,n.,游戏；比赛,5,运动
6,下,Recycle,tournament,/ˈtʊənəmənt/,n.,锦标赛,5,运动
